image,final_grade,confidence,delta_e,expert_review,rejection_reason,colour_ok,L_mean,a_mean,b_mean
JTV-emerald026-090ct-z-cropped.png,Emerald C (Commercial),0.85,7.694443297180996,False,,True,95.34240708901815,-1.0917820407357208,0.047362086907807764
JTV-emerald033-100ct-z-cropped.png,Emerald C (Commercial),0.85,7.097814824090175,False,,True,92.79175655586461,-0.960737120186124,0.4847261832424184
JTV-emerald004-119ct-z-cropped.png,Emerald C (Commercial),0.85,7.515395065138069,False,,True,94.34795705227917,-1.0807241257685438,0.011646813736524412
JTV-emerald009-437ct-z-cropped.png,Emerald C (Commercial),0.85,5.172054996071935,False,,True,88.98249185151379,-2.165311933129659,1.0091931106017786
JTV-emerald029-289ct-z-cropped.png,Emerald C (Commercial),0.85,5.494130018607134,False,,True,91.10524140314168,-2.3259736575234746,0.6354022491454498
JTV-emerald001-188ct-z-cropped.png,Emerald C (Commercial),0.85,6.544752352645954,False,,True,93.08011607753238,-1.9282797161753666,-0.03684366937443932
JTV-emerald036-771ct-z-cropped.png,Emerald C+ (Commercial),0.92,3.202335107439181,False,,True,81.07906403716662,-4.967901111563529,0.5454537361948747
JTV-emerald003-396ct-z-cropped.png,Emerald C+ (Commercial),0.92,4.342532580612453,False,,True,81.01613382776509,-3.1648800792991905,0.9565314296380416
JTV-emerald006-322ct-z-cropped.png,Emerald C (Commercial),0.85,5.405128831151465,False,,True,90.99477929624446,-2.845804350164761,-0.013644848970113475
JTV-emerald020-461ct-z-cropped.png,Emerald C+ (Commercial),0.92,4.840073986448644,False,,True,80.92651076375319,-2.782152728136675,0.6492057585587463
JTV-emerald017-244ct-z-cropped.png,Emerald C (Commercial),0.85,5.311575171922627,False,,True,91.85330234440104,-3.2577573802011375,-0.16171189065437105
JTV-emerald002-321ct-z-cropped.png,Emerald C (Commercial),0.85,5.229605270107751,False,,True,90.96135032977843,-3.268724041295354,-0.27748104223864595
